,ID,Education,Marital_Status,Has_child,Children,Cluster,Age_group,Income_group,Seniority_group,Wines_segment,Fruits_segment,Meat_segment,Fish_segment,Sweets_segment,Gold_segment
1872,3722,Postgraduate,Alone,Has child,2 children,Leaky bucket,Mature,Low to medium income,New customers,Frequent consumer,Low consumer,Low consumer,Non consumer,Non consumer,Low consumer
1873,6715,Postgraduate,Alone,Has child,1 child,Need attention,Senior,Medium to high income,Old customers,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer
1874,4796,Postgraduate,Alone,Has child,1 child,Leaky bucket,Senior,Low to medium income,New customers,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Non consumer
1875,9612,Undergraduate,Alone,No child,No child,Leaky bucket,Adult,Low income,New customers,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer
1876,3766,Postgraduate,Alone,No child,No child,High potential,Mature,Low income,Old customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
1877,1399,Postgraduate,In couple,No child,No child,Stars,Mature,High income,New customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
1878,1570,Postgraduate,In couple,Has child,1 child,Need attention,Senior,High income,Experienced customers,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer
1879,3426,Postgraduate,Alone,Has child,1 child,Need attention,Mature,High income,Discovering customers,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer
1880,3074,Postgraduate,In couple,No child,No child,Need attention,Adult,High income,Old customers,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer
1881,8341,Postgraduate,In couple,Has child,1 child,Leaky bucket,Mature,Low income,New customers,Low consumer,Non consumer,Low consumer,Non consumer,Low consumer,Frequent consumer
1882,5180,Postgraduate,Alone,Has child,1 child,Leaky bucket,Mature,Low to medium income,New customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Low consumer,Low consumer
1883,6461,Postgraduate,Alone,Has child,1 child,Need attention,Mature,Medium to high income,Experienced customers,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
1884,7679,Postgraduate,Alone,No child,No child,Leaky bucket,Adult,Low income,New customers,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Non consumer
1885,10702,Postgraduate,Alone,Has child,1 child,High potential,Adult,Medium to high income,Old customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer
1886,7505,Postgraduate,In couple,Has child,2 children,Leaky bucket,Mature,Low to medium income,New customers,Low consumer,Low consumer,Low consumer,Non consumer,Non consumer,Frequent consumer
1887,5113,Postgraduate,Alone,No child,No child,Stars,Mature,High income,Discovering customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
1888,10858,Postgraduate,In couple,Has child,2 children,Stars,Mature,High income,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer
1889,2961,Postgraduate,In couple,Has child,1 child,High potential,Adult,Low to medium income,Experienced customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
1890,2747,Postgraduate,In couple,No child,No child,Need attention,Adult,Medium to high income,Old customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
1891,3010,Postgraduate,In couple,No child,No child,Stars,Adult,High income,New customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
1892,5790,Postgraduate,In couple,Has child,1 child,High potential,Adult,Low income,Experienced customers,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer,Non consumer,Low consumer
1893,6892,Postgraduate,Alone,Has child,1 child,Stars,Mature,Medium to high income,New customers,Biggest consumer,Frequent consumer,Frequent consumer,Non consumer,Non consumer,Frequent consumer
1894,1743,Postgraduate,Alone,No child,No child,Stars,Mature,High income,New customers,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer
1895,3578,Postgraduate,Alone,Has child,1 child,Leaky bucket,Senior,Low to medium income,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
1896,8462,Undergraduate,In couple,Has child,1 child,High potential,Adult,Low income,Old customers,Low consumer,Low consumer,Low consumer,Frequent consumer,Non consumer,Frequent consumer
1897,5558,Postgraduate,Alone,No child,No child,Stars,Senior,High income,New customers,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer
1898,4619,Postgraduate,Alone,No child,No child,Stars,Senior,High income,New customers,Low consumer,Low consumer,Low consumer,Low consumer,Biggest consumer,Low consumer
1899,8780,Postgraduate,In couple,Has child,1 child,Need attention,Senior,Medium to high income,Experienced customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
1900,10789,Postgraduate,In couple,Has child,2 children,High potential,Mature,Low to medium income,Experienced customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Non consumer,Low consumer
1901,10779,Postgraduate,Alone,No child,No child,Leaky bucket,Adult,Low income,New customers,Low consumer,Frequent consumer,Low consumer,Non consumer,Low consumer,Frequent consumer
1902,5896,Postgraduate,In couple,No child,No child,Stars,Adult,High income,New customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
1903,2337,Postgraduate,Alone,Has child,1 child,Leaky bucket,Mature,Low income,Discovering customers,Low consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Low consumer
1904,10951,Postgraduate,In couple,Has child,1 child,Leaky bucket,Mature,Low to medium income,New customers,Frequent consumer,Non consumer,Frequent consumer,Non consumer,Non consumer,Low consumer
1905,544,Postgraduate,In couple,No child,No child,Need attention,Senior,Medium to high income,Experienced customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
1906,17,Postgraduate,In couple,Has child,1 child,Stars,Mature,Medium to high income,Discovering customers,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer
1907,10680,Postgraduate,In couple,Has child,1 child,Leaky bucket,Adult,Low income,New customers,Frequent consumer,Non consumer,Low consumer,Low consumer,Low consumer,Low consumer
1908,3265,Postgraduate,In couple,No child,No child,High potential,Mature,Low to medium income,Experienced customers,Low consumer,Low consumer,Low consumer,Frequent consumer,Low consumer,Low consumer
1909,5623,Postgraduate,In couple,Has child,1 child,Leaky bucket,Adult,Low income,Discovering customers,Low consumer,Low consumer,Low consumer,Non consumer,Non consumer,Frequent consumer
1910,5832,Undergraduate,In couple,No child,No child,Stars,Mature,High income,New customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer
1911,5544,Postgraduate,Alone,Has child,1 child,Need attention,Mature,Medium to high income,Old customers,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer
1912,6417,Postgraduate,In couple,No child,No child,Need attention,Mature,High income,Old customers,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer
1913,5831,Postgraduate,In couple,Has child,1 child,Need attention,Mature,High income,Old customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
1914,7101,Postgraduate,Alone,Has child,1 child,Need attention,Mature,Medium to high income,Experienced customers,Biggest consumer,Non consumer,Frequent consumer,Non consumer,Non consumer,Biggest consumer
1915,10176,Postgraduate,Alone,Has child,1 child,High potential,Mature,Medium to high income,Old customers,Frequent consumer,Non consumer,Frequent consumer,Non consumer,Non consumer,Biggest consumer
1916,2326,Postgraduate,In couple,No child,No child,High potential,Adult,Low income,Experienced customers,Frequent consumer,Non consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer
1917,4385,Postgraduate,Alone,Has child,1 child,High potential,Adult,Low to medium income,Experienced customers,Low consumer,Non consumer,Low consumer,Non consumer,Low consumer,Low consumer
1918,2929,Postgraduate,Alone,No child,No child,High potential,Adult,Low income,Experienced customers,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
1919,10686,Postgraduate,In couple,Has child,2 children,High potential,Mature,Low income,Old customers,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
1920,2546,Undergraduate,Alone,Has child,1 child,Leaky bucket,Adult,Low income,New customers,Low consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
1921,3283,Undergraduate,In couple,Has child,1 child,Stars,Mature,High income,New customers,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer
1922,3138,Postgraduate,Alone,No child,No child,Need attention,Mature,High income,Old customers,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer
1923,4994,Postgraduate,Alone,No child,No child,Stars,Senior,High income,Discovering customers,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
1924,7966,Postgraduate,Alone,Has child,2 children,Need attention,Mature,High income,Old customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer
1925,3112,Postgraduate,In couple,Has child,1 child,Leaky bucket,Adult,Low income,Discovering customers,Low consumer,Low consumer,Low consumer,Non consumer,Low consumer,Low consumer
1926,10872,Postgraduate,In couple,Has child,1 child,Need attention,Mature,Medium to high income,Old customers,Biggest consumer,Non consumer,Frequent consumer,Non consumer,Non consumer,Frequent consumer
1927,2181,Postgraduate,In couple,No child,No child,Need attention,Mature,High income,Experienced customers,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer
1928,1867,Postgraduate,Alone,No child,No child,Need attention,Mature,Medium to high income,Old customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
1929,1518,Postgraduate,In couple,Has child,2 children,Need attention,Mature,Medium to high income,Experienced customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer
1930,5734,Postgraduate,In couple,Has child,2 children,Leaky bucket,Mature,Medium to high income,Discovering customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Low consumer
1931,2878,Postgraduate,In couple,Has child,1 child,Stars,Senior,Medium to high income,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
1932,1458,Postgraduate,In couple,Has child,1 child,Leaky bucket,Adult,Low income,New customers,Low consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Low consumer
1933,7007,Postgraduate,In couple,Has child,2 children,Leaky bucket,Mature,Low income,New customers,Low consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer
1934,6200,Postgraduate,In couple,Has child,1 child,Need attention,Senior,High income,Experienced customers,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer
1935,1403,Undergraduate,In couple,Has child,2 children,High potential,Mature,Low income,Old customers,Low consumer,Low consumer,Low consumer,Low consumer,Frequent consumer,Low consumer
1936,4827,Postgraduate,Alone,Has child,1 child,High potential,Mature,Medium to high income,Experienced customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer
1937,6250,Postgraduate,Alone,Has child,1 child,Need attention,Senior,Medium to high income,Old customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Non consumer
1938,9291,Postgraduate,In couple,Has child,1 child,Leaky bucket,Mature,Low income,New customers,Low consumer,Low consumer,Low consumer,Non consumer,Non consumer,Low consumer
1939,2478,Postgraduate,In couple,Has child,1 child,Leaky bucket,Mature,Low income,Discovering customers,Low consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Low consumer
1940,1139,Postgraduate,In couple,No child,No child,Stars,Adult,High income,New customers,Biggest consumer,Frequent consumer,Biggest consumer,Non consumer,Frequent consumer,Biggest consumer
